City,Hotel Name,Address,NandA,Overall Rating,Review Rating,Date,Title,Review,Negative,Neutral,Positive,Compound
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," December 22, 2020",Family Staycation,Every year we will have 2-3 time staycation at W hotel. But this year 2020 is special year which we still can make a booking during this period of time for this special staycation.,0.0,0.809,0.191,0.7964
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,6.4," December 22, 2020",2 Nights Family Staycation,"The Wonderful Twin room we booked is comfortable for 4 adults and has a good view of the quay and city skyline. Room and surrounding areas are clean. The pool is large and has good safe distancing management. Although we booked a room for 4, additional charges apply for 2 'additional guests'. The amenities could be better for a hotel of this grade. The mini-bar only caters to 2 guests and complimentary coffee and tea were not replenished on the 2nd day.",0.023,0.715,0.262,0.9686
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,7.2," December 21, 2020",A good staycation,"We stayed at the AWAY Room at W after spending the previous week at Capella's Garden Villa. Was mentally prepared for a ""downgraded"" experience but was ultimately pleasantly surprised. Should really have gone for the AWAY or WOW Suite but could not justify the prices that were double that of a Garden Villa at Capella - did not make any sense. Figured out why when I was there - they only had 1 AWAY and 2 WOW Suites - talking about extreme scarcity which undoubtedly drove up the price. The AWAY Room plunge pool was a tad too shallow - I would have preferred a deeper pool (like the one at Capella). However, given the hotel's location, there was a lot more variety in terms of dining options compared to Capella. Service was better than I recall (this is our 8th stay at W Singapore). Although there were no activities for the kids (unlike Capella), we managed to occupy ourselves mainly with a deck of Monopoly Deal, which has become a favourite past-time for the family since we came home.",0.015,0.845,0.14,0.974
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.2," December 19, 2020",Good Stay,"We booked the AWAY room for a short gateaway. We had great fun during our stay. Staff were very helpful, polite and accomodating. Room facilities were great and it is a great room that we did not even have the need to visit the main pool! Definitely will return :) To all staff in W hotel - thank you very much for making out stay so pleasent and happy. Please take care and stay safe too.",0.0,0.623,0.377,0.9884
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," December 16, 2020",Worth the $,W Sentosa is a very good and fantastic hotel. We will definitely go again,0.0,0.48,0.52,0.8676
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.2," December 15, 2020",Impressive ,Expensive for a staycation. Stayed before in Dec 2018 and this is my 2nd time. Very impressive and customer service is outstanding. Full and very busy this holiday season but still great.,0.0,0.681,0.319,0.9131
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," December 14, 2020",Fantastic ,Good,0.0,0.0,1.0,0.4404
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.2," December 08, 2020",Our Family Favourite Hotel!,"We truly enjoyed our stay at W. The staff who facilitated our check-in were friendly and willing to go that extra mile. The ladies who were at the front desks explained the procedures of booking for the pool and breakfast efficiently and clearly. Within 10mins, we were all set for the 3 days of our staycation. Breakfast was delicious and all staffs at the Kitchen Table were very attentive and accommodating. It has been a memorable experience for our family and it's the people that make the place. We will definitely be back.",0.0,0.797,0.203,0.9648
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.4," December 08, 2020",Wonderful staycation ,Can’t travel so bring the kids here for a staycation. Room is clean. Pool is great. The kids love it.,0.0,0.593,0.407,0.9001
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," December 05, 2020",Staycation for families ,"Love the double queen size beds in the room. The pool is clean and fun! Thanks to the slide and hammock. The breakfast buffet were tasty, just need to get use to the safety measures due to the pandemic.",0.0,0.681,0.319,0.9423
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.4," December 05, 2020",Excellent,"We chose to stay in W hotel as our 21st wedding anniversary! The hotel is nice, let us had an early check in and decorated our room looks very sweet! We enjoyed it! Thanks!",0.0,0.698,0.302,0.911
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," December 04, 2020",Great stay,"Awesome hotel, with the most friendliest staff. Was even surprised with a complimentary upgrade to a suite with the most awesome view. Felt like I was not in SG for awhile. Am definitely coming back here again soon for the stay at W Hotel",0.0,0.599,0.401,0.9686
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," December 03, 2020",Exceptional,This is the third time to W Sentosa...still as nice and relaxing. Except for the construction going on nearby..,0.0,0.727,0.273,0.7184
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.0," December 02, 2020",W Singapore Sentosa Cove,Good experience. Nice hotel with nice view,0.0,0.32,0.68,0.8176
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,5.2," November 30, 2020",Not as spectacular as expected,"1. Great breakfast to start the day! In room dining has very good and quality food selection. 2. Room deco is outdated, furnitures are run down, dusty and poor upkeeping of room and washroom/basin. 3. Pool is big but hotel doesn’t offer free floating devices for use anymore but uses current covid situation to earn quick buck by selling them at above market price. 4. Smoking corner is right next to the staircases leading down to the entrance of the pool. Sometimes more than 2-3 smokers could be smoking there at the same time and will have to tolerate the second hand smoke when passing the entrance to the pool. Feedback to hotel but we are told there is nothing they can do. 5. Check in / check out time took unusually Long. Staffs are inexperienced in handling queries. 6. Beds and pillows are not as comfortable as it should be. Can hard sleep as pillows are high and hard. Eventually we all slept without the pillows. 7. For the price offer, service standard and overall rating of W Singapore is certainly below par.",0.046,0.868,0.086,0.8655
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,6.0," November 30, 2020",Not worth the $$,Timing given for breakfast & Swimming does not make sense. Paid for 6 stars price but did not get 6 stars service. Breakfast at 10 am - 11.45am Pool access timing 11am - 1pm Which we need to check out at 12pm (although is extended to 1pm) but swim after breakfast or at 11.30am is very hot.,0.0,1.0,0.0,0.0
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," November 26, 2020",Exceptional,Awesome ambience..,0.0,0.196,0.804,0.6249
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.0," November 25, 2020",Very good,"We were celebrating our anniversary and hotel staff help to decorate the room and also there’s a complimentary cake for us. Service was good, they helped to keep our ice packs which was used to transport my breastmilk back home. Staff was helpful and prompt in answering my queries. We will be back if there’s another opportunity :)",0.0,0.737,0.263,0.9501
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," November 23, 2020",Highly recommended ,"Went for our honeymoon in singapore as we cannot go overseas , overall a great experiences and thanks for the team for the decoration and surprise cake!!! The pool was also very relaxing and will definitely come back again!!!",0.0,0.677,0.323,0.9359
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," November 23, 2020","All good, no problem.","All good, no problem.",0.557,0.114,0.33,-0.25
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," November 21, 2020",Staycation,"Perfect weekend, thanks to W's staff. Room was awesome and facilities esp the heated pool was superb🙌",0.0,0.567,0.433,0.8934
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," November 15, 2020","Great hotel, helpful staff ","Loved this hotel! Room was Super clean, staff were gracious and helpful. My friend left her purse on the bus and they were very quick in helping us to get it back. If you are thinking of having a staycation, this hotel will be a great choice! Will definitely be back in the future!",0.0,0.594,0.406,0.9824
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.0," November 12, 2020",Not up to my expectation,"I choose fabulous room (pool view) but the view was blocked by the tree , end up only can see tree from my balcony. Room is at level 4. Food? Didn’t get chance to eat there as there dont provide Halal food . So if u want food either u choose foodpanda @ go out to RWS area (transport are available). Check in was long que , check out is easier. Whatever & whenever not really are special thing , which other hotel also can provide by just calling the operator. The bedroom are comfy , clean & spacious. Staff are professional and friendly. This hotel i recommended to those want a peace & quiet stay.",0.048,0.733,0.219,0.9642
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," November 11, 2020",Staycation at W Hotel,"Was there for a staycation over the weekend. Overall experience was great, and service was good as well. They had rewarded me and my friends with a wonderful complimentary birthday cake, which we enjoyed alot. Hotel seems clean too, and we feel safe to stay within the hotel premises. Thank you W Hotel!",0.0,0.539,0.461,0.9854
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," November 10, 2020",True to Starwood Standards,"W Hotel Sentosa, great stay, ultra clean rooms and amenities as well. Staff are most friendly and they help guests cope with ""cabin fever"" syndrome, making the CB stay really enjoyable. My entire family felt like we were in an overseas resort throughout the time!",0.0,0.64,0.36,0.9627
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," November 09, 2020",Great venue for a staycation! ,"My husband and i just got married and we decided upon W Singapore for our staycation. We were pleasantly surprised by how welcoming all the staff were. Throughout our stay - booking in, room service to breakfast; everyone was friendly and it really warms our heart. The room was up to standard, everything was clean and all the necessities were there (including those we didn’t expect). It was comfortable and homely and all was satisfactory. The only downside is that there wasn’t a toilet hose/bidet in the toilet + not much privacy to the private pool since the levels above us could practically look at us while we swim. Other than that, i have no complains at all!",0.052,0.778,0.169,0.9348
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.2," November 08, 2020",good clean and friendly staff ,but location abit out of the way,0.0,1.0,0.0,0.0
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.4," November 08, 2020",Overall an Enjoyable staycation ,Pro -Relaxing nice and comfortable staycation with good view from our room. Cons- too bad no SingTel Tv or premiere league channels.. missed out important match.,0.198,0.451,0.351,0.7269
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," November 05, 2020",Nice hotel,"Clean comfortable, staffs was good. Social mingle with other guests at pools, restaurant, gym etc was maintained well. Shuttle bus B out to beach, imbiah station abt 15 mins. Overall was good 👍.",0.0,0.652,0.348,0.9169
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," November 02, 2020",Exceptional,It’s a perfect place for those who looking to unwind from city life.,0.0,0.748,0.252,0.5719
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,4.4," October 27, 2020",Acceptable,"housekeeping, bedsheets not changed.",0.0,1.0,0.0,0.0
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," October 19, 2020",Fabulous Staycation,Please note the free breakfast is only for 2 Adults though my booking is for 2 Adults n 2 Child. Other than that all was good! Enjoyable stay!,0.0,0.637,0.363,0.886
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," October 10, 2020",Hotel is great,We have fun and the hotel is good. All staffs are very friendly. The breakfast is very good. The hotel is clean,0.0,0.526,0.474,0.9359
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,7.2," October 07, 2020",Midweek staycation at W Sentosa,"Disappointing staycation. Rather too crowded, F & B overpriced, staff were rather pedestrian. Room was spacious and quiet. Bed very comfortable. Plunge pool was more of a large jacuzzi, and too cold !",0.098,0.793,0.11,0.101
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.0," October 02, 2020",Hotel is chic ,"Self sufficient within Sentosa Cove and the village. With F&B oulets within doorstep and walking trail around the Quay Isle. Speedy express check out, with drop-off room cards at hotel lift lobby. Shuttle bus B at hotel front to Beach Station to other places of interest.",0.0,0.913,0.087,0.4767
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.2," October 01, 2020",Super Service!,It was our children’s birthday month and they provided a yummy cake and balloons!,0.0,0.779,0.221,0.5267
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," October 01, 2020",Excellent services,Will definitely stay w hotel again . Welcome with all the warm greetings ❤️,0.0,0.435,0.565,0.8555
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.4," October 01, 2020",Good,Good for relaxing if you stay long as it's deep in Sentosa. Had a wonderful day and thx.,0.0,0.514,0.486,0.9062
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,7.2," September 28, 2020",A good stay but it could have been much better if there were privacy with the plunge pool,"My wife and I stayed in the Away guest room for one night. In addition to the bedroom and a study area, the room is elaborately designed with a private plunge pool, a bathtub, and separate shower and toilet areas. While the plunge pool is marketed as private, there is actually no privacy with the plunge pool (guests at the upper floors can see, and guests at neighboring rooms can hear). While we were there, the shower unit attached to the bathtub, and the rain shower of the shower unit were not working. While the room is meant for two guests, there is only one chair in the study area, and one in the bedroom. There is a loveseat in the plunge pool area, but it is too long for seating and too short of lying. Despite the above, we had a good stay but it could have been much better if there were privacy with the plunge pool!",0.038,0.915,0.047,0.3612
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," September 26, 2020",A well-deserved weekend,"My family and I stayed for a night and we really enjoyed our weekend at W Sentosa. Being SG Clean Certified, the hotel has surpassed my expectations on the aspects of safe distancing, hotel cleanliness and their professional service of the hotel staff.",0.0,0.801,0.199,0.8479
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,8.8," September 18, 2020",Away plunge pool room,"Celebrated my spouse bday. Complimentary cake and balloons with bday card given upon arrival. Room is spacious with bose speakers connected to the TV. Huge bath tub with in built tv in the toilet! 4 moods lightings to choose from. And the outdoor deck with plunge pool at 0.9m with jacuzzi is definitely a plus point! However as its on ground level, don't expect the view. W staffs that we came across are all friendly, serving with sincerity. Check in took quite some time but there's expr3ss checkout. The swimming pool is humongous with slides and wading pool for the kids. And its 24hrs! The pool is 0.9m throughout by the way. Complimentary parking given as well. For location wise, there's a quayside Isle nearby for dining but not much though. Nice place for a stroll during sunset and photo taking. There's a free shuttle to sentosa cove as well. Overall, the room was awesome. The W staffs are great as well. Highly recommended!",0.016,0.755,0.229,0.99
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," September 17, 2020",Wonderful stay!!,"I have booked a 2 double beds room with a balcony of marina view. The room is spacious for 4 adults, clean & comfortable. I am also delighted that the hotel provides TWG tea in the room. The breakfast spread is great and the local food is the highlight. We love the Char Kway Tiow and Chana Masala the most. The location is quiet and peaceful to relax. Wonderful stay!",0.0,0.644,0.356,0.9831
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.2," September 13, 2020",Great Staycation at W,Back to W Sentosa for the 3rd time. Nice stay with family for our staycation at W Sentosa. Most of the staff delivered fantastic service. Good a la carte breakfast. Kids had a great time at the Pool and slides.,0.0,0.705,0.295,0.9246
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,7.2," September 09, 2020",Not as expected ,"Went for 3D2N. Maybe I had high expectation before I came. Room size was ok, cleanliness was ok. Booked for 4 occupancy and Agoda said “free breakfast”. I assumed it was for 4 pax and turned out only for 2. Agoda, pls state clearly for how many pax. Anyway, overall stay experience was ok, but I just think it’s not value for money.",0.042,0.828,0.129,0.3063
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," September 08, 2020",Excellent stay,We were happy with our stay. The room was bigger than we expect. The bed was so cozy that we had a very good sleep. We weren’t able to use the facilities but we will sure to come back again for more staycation to try it out. Excellent service from the staff and the room is clean when we entered the room. Everything is just so perfect and wonderful.,0.0,0.685,0.315,0.9835
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,6.0," September 05, 2020",Disappointed ,We have been to W hotels in other countries. Unfortunately this hotel is not as big and as stylish decorated as the others. The room itself was not welcoming the guests with a 5 star ambience and interior design. The room is spacious but it definitely needs some touch ups. The bed was a bit too soft for us hence we couldn’t sleep well during our stay. The indoor slippers were low qualities. The towels had very strong bleach smell. The most ridiculous thing was the plastic cups that served at the pool. Water and cocktails served in colour plastics cups just simply does not fit a 5 star hotel. The staffs were very friendly and professional.,0.095,0.783,0.122,0.7522
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," August 30, 2020",weekend experience,awesome weekend getaway venue esp with international travel curb. staff was friendly and helpful. place well kept. pool experience pleasant.,0.0,0.492,0.508,0.9382
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," August 17, 2020",Good to celebrate special occassion,W Hotel has a great funky and hipster vibe to it. It's definitely an expensive hotel but the amenities like the pool and even the location was plus. Would love to visit again.,0.03,0.64,0.331,0.9224
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," August 12, 2020",nice hotel with a nice view,this is a very good hotel. will definitely visit it again next time,0.0,0.629,0.371,0.7089
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,5.2," August 01, 2020",Not a place for leisure staycation,"if you want to book the pool forget about it in phase 2. The allocated slots needed to be booked at least a day in advance and there is no complimentary compensation for not being able to use the pool. Spa and brunch was fully booked with no preference for hotel guest so we end up trapped in a room and doing nothing. The hotel should have told us in advance to plan in advance. Instead they told us that we could only book on arrival. During breakfast,which is not a buffet, we had to wait 45 minutes for some of the orders, it was understaffed and they made lots of mistakes, like i asked for soy milk and they brought me milk. We were disappointed as no contingency planning was in place.",0.123,0.83,0.047,-0.8689
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," July 18, 2020",Full of surprises,It was mine and hubby's birthday. Manager surprised us with a cake and balloons and delivered it right at our door.,0.0,0.909,0.091,0.2263
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," July 18, 2020",Great hotel with excellent service,"Impressed with the service, especially during breakfast. Due to the government measures, breakfast is ala carte but you can order everything on the menu. It was excellent and the service is truly exceed our expectations even for a hotel this class. The waiter remembered our order which was not yet served. And we ordered a lot! They also gave birthday cake for my wife who's celebrating her birthday.",0.0,0.795,0.205,0.9517
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," June 25, 2020",excellent staycation,"Staff were attentive, been coming here for the last year or so",0.0,1.0,0.0,0.0
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,10.0," May 12, 2020",It was a very interesting experience. It was during covid. So it was under quarantine. I was not all,The staff was unkind to me.,0.342,0.658,0.0,-0.3818
Singapore,W Singapore - Sentosa Cove (SG Clean Certified),"21 Ocean Way, Sentosa, Singapore, Singapore, 098374","W Singapore - Sentosa Cove (SG Clean Certified) ;21 Ocean Way, Sentosa, Singapore, Singapore, 098374",8.6,9.6," May 05, 2020",It was one day staycation but i enjoyed it so much. The staff was very well trained as it was,"Valentine day, i had alot request the staff actually managed to help me with deco",0.0,0.828,0.172,0.4019
